audio_file_path,subject,sex,treatment,issueTime,time_group,split,group_id,link_name,whitened_path
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box02/mic/20241007_153235.WAV,013_034,M,Control_EtOH,145200,late,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject013_034.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject013_034_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box02/mic/20241007_160240.WAV,013_034,M,Control_EtOH,145200,,,0,,_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box03/mic/20241007_143225.WAV,022_057,M,EtOH_EtOH,145200,early,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_143225_subject022_057.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_143225_subject022_057_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box03/mic/20241007_150230.WAV,022_057,M,EtOH_EtOH,145200,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_150230_subject022_057.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_150230_subject022_057_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box03/mic/20241007_153235.WAV,022_057,M,EtOH_EtOH,145200,late,train,11,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject022_057.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject022_057_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box03/mic/20241007_160240.WAV,022_057,M,EtOH_EtOH,145200,,,0,,_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box06/mic/20241007_144350.WAV,035,F,EtOH,145200,early,train,4,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_144350_subject035.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_144350_subject035_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box06/mic/20241007_150230.WAV,035,F,EtOH,145200,middle,train,6,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_150230_subject035.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_150230_subject035_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box06/mic/20241007_153235.WAV,035,F,EtOH,145200,late,train,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject035.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject035_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box06/mic/20241007_160240.WAV,035,F,EtOH,145200,,,0,,_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box04/mic/20241007_144404.WAV,006,F,Control,145200,early,train,1,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_144404_subject006.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_144404_subject006_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box04/mic/20241007_150230.WAV,006,F,Control,145200,middle,train,3,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_150230_subject006.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_150230_subject006_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box04/mic/20241007_153235.WAV,006,F,Control,145200,late,train,2,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject006.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_153235_subject006_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_14-44-44_Wistar_Urgency_group1/pi-data_2024-10-07_14-44-44_Wistar_Urgency_group1/box04/mic/20241007_160240.WAV,006,F,Control,145200,,,0,,_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box04/mic/20241007_160818.WAV,003_044,M,Control_EtOH,161700,early,train,7,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160818_subject003_044.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160818_subject003_044_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box04/mic/20241007_163245.WAV,003_044,M,Control_EtOH,161700,middle,train,9,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject003_044.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject003_044_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box04/mic/20241007_170250.WAV,003_044,M,Control_EtOH,161700,late,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject003_044.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject003_044_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box03/mic/20241007_160938.WAV,030_046,F,EtOH_EtOH,161700,early,train,4,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160938_subject030_046.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160938_subject030_046_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box03/mic/20241007_163245.WAV,030_046,F,EtOH_EtOH,161700,middle,train,6,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject030_046.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject030_046_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box03/mic/20241007_170250.WAV,030_046,F,EtOH_EtOH,161700,late,train,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject030_046.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject030_046_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box02/mic/20241007_160924.WAV,043_051,F,EtOH_EtOH,161700,early,train,4,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160924_subject043_051.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160924_subject043_051_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box02/mic/20241007_163245.WAV,043_051,F,EtOH_EtOH,161700,middle,train,6,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject043_051.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject043_051_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box02/mic/20241007_170250.WAV,043_051,F,EtOH_EtOH,161700,late,train,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject043_051.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject043_051_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box06/mic/20241007_160834.WAV,058,M,EtOH,161700,early,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160834_subject058.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160834_subject058_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box06/mic/20241007_163245.WAV,058,M,EtOH,161700,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject058.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject058_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box06/mic/20241007_170250.WAV,058,M,EtOH,161700,late,train,11,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject058.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject058_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box05/mic/20241007_160813.WAV,007_054,M,Control_EtOH,161700,early,train,7,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160813_subject007_054.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160813_subject007_054_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box05/mic/20241007_163245.WAV,007_054,M,Control_EtOH,161700,middle,train,9,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject007_054.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject007_054_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box05/mic/20241007_170250.WAV,007_054,M,Control_EtOH,161700,late,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject007_054.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject007_054_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box01/mic/20241007_160411.WAV,008_025,F,Control_EtOH,161700,early,train,1,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160411_subject008_025.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_160411_subject008_025_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box01/mic/20241007_163245.WAV,008_025,F,Control_EtOH,161700,middle,train,3,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject008_025.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_163245_subject008_025_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_16-09-24_Wistar_Urgency_group2/pi-data_2024-10-07_16-09-24_Wistar_Urgency_group2/box01/mic/20241007_170250.WAV,008_025,F,Control_EtOH,161700,late,train,2,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject008_025.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_170250_subject008_025_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box01/mic/20241007_173255.WAV,011_036,M,Control_EtOH,174300,early,train,7,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_173255_subject011_036.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_173255_subject011_036_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box01/mic/20241007_174444.WAV,011_036,M,Control_EtOH,174300,early,train,7,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_174444_subject011_036.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_174444_subject011_036_whitened.flac
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box01/mic/20241007_180300.WAV,011_036,M,Control_EtOH,174300,middle,train,9,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_180300_subject011_036.WAV,
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box01/mic/20241007_183305.WAV,011_036,M,Control_EtOH,174300,late,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_183305_subject011_036.WAV,
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box01/mic/20241007_184553.WAV,011_036,M,Control_EtOH,174300,,,0,,
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box05/mic/20241007_173255.WAV,014_037,F,Control_EtOH,174300,early,train,1,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_173255_subject014_037.WAV,
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box05/mic/20241007_180300.WAV,014_037,F,Control_EtOH,174300,middle,train,3,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_180300_subject014_037.WAV,
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box05/mic/20241007_183305.WAV,014_037,F,Control_EtOH,174300,late,train,2,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_183305_subject014_037.WAV,
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box05/mic/20241007_184428.WAV,014_037,F,Control_EtOH,174300,,,0,,
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-07_17-32-55_Wistar_Urgency_group3/pi-data_2024-10-07_17-32-55_Wistar_Urgency_group3/box06/mic/20241007_173255.WAV,023_028,F,EtOH_EtOH,174300,early,train,4,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyRAP/Wistar_Urgency/audio/train/20241007_173255_subject023_028.WAV,
