audio_file_path,subject,sex,treatment,issueTime,time_group,split,group_id,completed,sr,link_name,revalidation,notes,Aria_notes,
/datastar/behavior_rooms/2CAP/2025-08-17_16-15-33_Prat_Urgency_group4/pi-data_2025-08-17_16-15-33_Prat_Urgency_group4/box06/mic/20250817_164000_whitened.flac,086_092,F,EtOH_EtOH,163200,early,validation,4,1,250000,20250817_164000_whitened_subject086_092.flac,1,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_093058_whitened.flac,084_062,F,EtOH_Control,93324,early,train,1,0,250000,20251030_093058_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_093500_whitened.flac,084_062,F,EtOH_Control,93324,early,train,1,0,250000,20251030_093500_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_094000_whitened.flac,084_062,F,EtOH_Control,93324,early,train,1,0,250000,20251030_094000_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_094500_whitened.flac,084_062,F,EtOH_Control,93324,early,train,1,0,250000,20251030_094500_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_095000_whitened.flac,084_062,F,EtOH_Control,93324,middle,train,3,0,250000,20251030_095000_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_095500_whitened.flac,084_062,F,EtOH_Control,93324,middle,train,3,0,250000,20251030_095500_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_100000_whitened.flac,084_062,F,EtOH_Control,93324,middle,train,3,0,250000,20251030_100000_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_100500_whitened.flac,084_062,F,EtOH_Control,93324,middle,train,3,0,250000,20251030_100500_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_101000_whitened.flac,084_062,F,EtOH_Control,93324,middle,train,3,0,250000,20251030_101000_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_101500_whitened.flac,084_062,F,EtOH_Control,93324,late,train,2,0,250000,20251030_101500_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_102000_whitened.flac,084_062,F,EtOH_Control,93324,late,train,2,0,250000,20251030_102000_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_102500_whitened.flac,084_062,F,EtOH_Control,93324,late,train,2,0,250000,20251030_102500_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box01/mic/20251030_103000_whitened.flac,084_062,F,EtOH_Control,93324,late,train,2,0,250000,20251030_103000_whitened_subject084_062.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_093058_whitened.flac,73,M,Control,93350,early,train,7,0,250000,20251030_093058_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_093500_whitened.flac,73,M,Control,93350,early,train,7,0,250000,20251030_093500_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_094000_whitened.flac,73,M,Control,93350,early,train,7,0,250000,20251030_094000_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_094500_whitened.flac,73,M,Control,93350,early,train,7,0,250000,20251030_094500_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_095000_whitened.flac,73,M,Control,93350,middle,train,9,0,250000,20251030_095000_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_095500_whitened.flac,73,M,Control,93350,middle,train,9,0,250000,20251030_095500_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_100000_whitened.flac,73,M,Control,93350,middle,train,9,0,250000,20251030_100000_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_100500_whitened.flac,73,M,Control,93350,middle,train,9,0,250000,20251030_100500_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_101000_whitened.flac,73,M,Control,93350,middle,train,9,0,250000,20251030_101000_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_101500_whitened.flac,73,M,Control,93350,late,train,8,0,250000,20251030_101500_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_102000_whitened.flac,73,M,Control,93350,late,train,8,0,250000,20251030_102000_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_102500_whitened.flac,73,M,Control,93350,late,train,8,0,250000,20251030_102500_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box02/mic/20251030_103000_whitened.flac,73,M,Control,93350,late,train,8,0,250000,20251030_103000_whitened_subject073.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_093059_whitened.flac,91,M,EtOH,93414,early,train,10,0,250000,20251030_093059_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_093500_whitened.flac,91,M,EtOH,93414,early,train,10,0,250000,20251030_093500_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_094000_whitened.flac,91,M,EtOH,93414,early,train,10,0,250000,20251030_094000_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_094500_whitened.flac,91,M,EtOH,93414,early,train,10,0,250000,20251030_094500_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_095000_whitened.flac,91,M,EtOH,93414,middle,train,12,0,250000,20251030_095000_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_095500_whitened.flac,91,M,EtOH,93414,middle,train,12,0,250000,20251030_095500_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_100000_whitened.flac,91,M,EtOH,93414,middle,train,12,0,250000,20251030_100000_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_100500_whitened.flac,91,M,EtOH,93414,middle,train,12,0,250000,20251030_100500_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_101000_whitened.flac,91,M,EtOH,93414,middle,train,12,0,250000,20251030_101000_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_101500_whitened.flac,91,M,EtOH,93414,late,train,11,0,250000,20251030_101500_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_102000_whitened.flac,91,M,EtOH,93414,late,train,11,0,250000,20251030_102000_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_102500_whitened.flac,91,M,EtOH,93414,late,train,11,0,250000,20251030_102500_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box03/mic/20251030_103000_whitened.flac,91,M,EtOH,93414,late,train,11,0,250000,20251030_103000_whitened_subject091.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_093058_whitened.flac,069_067,M,Control_Control,93453,early,train,7,0,250000,20251030_093058_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_093500_whitened.flac,069_067,M,Control_Control,93453,early,train,7,0,250000,20251030_093500_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_094000_whitened.flac,069_067,M,Control_Control,93453,early,train,7,0,250000,20251030_094000_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_094500_whitened.flac,069_067,M,Control_Control,93453,early,train,7,0,250000,20251030_094500_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_095000_whitened.flac,069_067,M,Control_Control,93453,middle,train,9,0,250000,20251030_095000_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_095500_whitened.flac,069_067,M,Control_Control,93453,middle,train,9,0,250000,20251030_095500_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_100000_whitened.flac,069_067,M,Control_Control,93453,middle,train,9,0,250000,20251030_100000_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_100500_whitened.flac,069_067,M,Control_Control,93453,middle,train,9,0,250000,20251030_100500_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_101000_whitened.flac,069_067,M,Control_Control,93453,middle,train,9,0,250000,20251030_101000_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_101500_whitened.flac,069_067,M,Control_Control,93453,late,train,8,0,250000,20251030_101500_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_102000_whitened.flac,069_067,M,Control_Control,93453,late,train,8,0,250000,20251030_102000_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_102500_whitened.flac,069_067,M,Control_Control,93453,late,train,8,0,250000,20251030_102500_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box04/mic/20251030_103000_whitened.flac,069_067,M,Control_Control,93453,late,train,8,0,250000,20251030_103000_whitened_subject069_067.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_093059_whitened.flac,092_086,F,EtOH_EtOH,93532,early,train,4,0,250000,20251030_093059_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_093500_whitened.flac,092_086,F,EtOH_EtOH,93532,early,train,4,0,250000,20251030_093500_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_094000_whitened.flac,092_086,F,EtOH_EtOH,93532,early,train,4,0,250000,20251030_094000_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_094500_whitened.flac,092_086,F,EtOH_EtOH,93532,early,train,4,0,250000,20251030_094500_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_095000_whitened.flac,092_086,F,EtOH_EtOH,93532,early,train,4,0,250000,20251030_095000_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_095500_whitened.flac,092_086,F,EtOH_EtOH,93532,middle,train,6,0,250000,20251030_095500_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_100000_whitened.flac,092_086,F,EtOH_EtOH,93532,middle,train,6,0,250000,20251030_100000_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_100500_whitened.flac,092_086,F,EtOH_EtOH,93532,middle,train,6,0,250000,20251030_100500_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_101000_whitened.flac,092_086,F,EtOH_EtOH,93532,middle,train,6,0,250000,20251030_101000_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_101500_whitened.flac,092_086,F,EtOH_EtOH,93532,late,train,5,0,250000,20251030_101500_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_102000_whitened.flac,092_086,F,EtOH_EtOH,93532,late,train,5,0,250000,20251030_102000_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_102500_whitened.flac,092_086,F,EtOH_EtOH,93532,late,train,5,0,250000,20251030_102500_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_103000_whitened.flac,092_086,F,EtOH_EtOH,93532,late,train,5,0,250000,20251030_103000_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box05/mic/20251030_103500_whitened.flac,092_086,F,EtOH_EtOH,93532,late,train,5,0,250000,20251030_103500_whitened_subject092_086.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_093500_whitened.flac,096_060,F,EtOH_Control,93601,early,train,1,0,250000,20251030_093500_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_094000_whitened.flac,096_060,F,EtOH_Control,93601,early,train,1,0,250000,20251030_094000_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_094500_whitened.flac,096_060,F,EtOH_Control,93601,early,train,1,0,250000,20251030_094500_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_095000_whitened.flac,096_060,F,EtOH_Control,93601,early,train,1,0,250000,20251030_095000_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_095500_whitened.flac,096_060,F,EtOH_Control,93601,middle,train,3,0,250000,20251030_095500_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_100000_whitened.flac,096_060,F,EtOH_Control,93601,middle,train,3,0,250000,20251030_100000_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_100500_whitened.flac,096_060,F,EtOH_Control,93601,middle,train,3,0,250000,20251030_100500_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_101000_whitened.flac,096_060,F,EtOH_Control,93601,middle,train,3,0,250000,20251030_101000_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_101500_whitened.flac,096_060,F,EtOH_Control,93601,late,train,2,0,250000,20251030_101500_whitened_subject096_060.flac,,,,
/datastar/behavior_rooms/2CAP/2025-10-30_09-10-24_Prat_Urgency_group1/pi-data_2025-10-30_09-10-24_Prat_Urgency_group1/box06/mic/20251030_102000_whitened.flac,096_060,F,EtOH_Control,93601,late,train,2,0,250000,20251030_102000_whitened_subject096_060.flac,,,,
