audio_file_path,subject,sex,treatment,scentDays,issueTime,time_group,split,group_id,link_name,whitened_path,curator,strain
/datastar/behavior_rooms/DD/2024-10-15_12-54-04_Wistar_Urgency_group4/pi-data_2024-10-15_12-54-04_Wistar_Urgency_group4/Box06/mic/20241015_130500.WAV,49,M,EtOH,no,130015,early,validation,19,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241015_130500_subject049.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241015_130500_subject049_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-15_12-54-04_Wistar_Urgency_group4/pi-data_2024-10-15_12-54-04_Wistar_Urgency_group4/Box16/mic/20241015_130500.WAV,58,M,EtOH,no,125710,middle,validation,23,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241015_130500_subject058.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241015_130500_subject058_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_10-39-49_Wistar_Urgency_group1/pi-data_2024-10-16_10-39-49_Wistar_Urgency_group1/Box13/mic/20241016_104500.WAV,23,F,EtOH,yes,104502,early,validation,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_104500_subject023.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_104500_subject023_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box04/mic/20241016_120500.WAV,37,F,EtOH,yes,115414,middle,validation,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_120500_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box01/mic/20241016_120000.WAV,8,F,Control,yes,115304,middle,validation,6,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_120000_subject008.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box10/mic/20241016_145500.WAV,15,M,Control,yes,143936,middle,validation,18,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_145500_subject015.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box11/mic/20241016_150500.WAV,19,M,EtOH,yes,144003,late,validation,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_150500_subject019.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box04/mic/20241016_150000.WAV,39,F,EtOH,yes,143751,late,validation,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_150000_subject039.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_144500.WAV,52,M,EtOH,yes,144200,early,validation,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_144500_subject052.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_145500.WAV,52,M,EtOH,yes,144200,middle,validation,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241016_145500_subject052.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_110000.WAV,1,M,Control,no,104845,middle,validation,17,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241017_110000_subject001.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_104500.WAV,14,F,Control,no,104628,early,validation,1,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241017_104500_subject014.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_110000.WAV,37,F,EtOH,no,104716,middle,validation,11,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241017_110000_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box06/mic/20241017_123500.WAV,49,M,EtOH,no,120617,late,validation,21,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241017_123500_subject049.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-17_14-37-12_Wistar_Urgency_group4/pi-data_2024-10-17_14-37-12_Wistar_Urgency_group4/box01/mic/20241017_144500.WAV,3,M,Control,no,143838,early,validation,13,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241017_144500_subject003.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-18_10-37-00_Wistar_Urgency_group1/pi-data_2024-10-18_10-37-00_Wistar_Urgency_group1/Box16/mic/20241018_111000.WAV,58,M,EtOH,yes,104336,late,validation,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241018_111000_subject058.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-18_11-56-12_Wistar_Urgency_group2/pi-data_2024-10-18_11-56-12_Wistar_Urgency_group2/Box11/mic/20241018_122000.WAV,19,M,EtOH,yes,120049,late,validation,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241018_122000_subject019.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-18_14-30-04_Wistar_Urgency_group4/pi-data_2024-10-18_14-30-04_Wistar_Urgency_group4/Box04/mic/20241018_145000.WAV,37,F,EtOH,yes,143319,middle,validation,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241018_145000_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-18_14-30-04_Wistar_Urgency_group4/pi-data_2024-10-18_14-30-04_Wistar_Urgency_group4/Box06/mic/20241018_144000.WAV,55,F,EtOH,yes,143401,early,validation,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241018_144000_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-21_10-42-28_Wistar_Urgency_group1/pi-data_2024-10-21_10-42-28_Wistar_Urgency_group1/Box14/mic/20241021_111000.WAV,25,F,EtOH,no,104719,late,validation,9,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241021_111000_subject025.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-21_10-42-28_Wistar_Urgency_group1/pi-data_2024-10-21_10-42-28_Wistar_Urgency_group1/Box16/mic/20241021_105000.WAV,41,F,EtOH,no,104805,early,validation,7,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241021_105000_subject041.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-21_10-42-28_Wistar_Urgency_group1/pi-data_2024-10-21_10-42-28_Wistar_Urgency_group1/Box16/mic/20241021_105500.WAV,41,F,EtOH,no,104805,middle,validation,11,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241021_105500_subject041.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-21_11-49-39_Wistar_Urgency_group2/pi-data_2024-10-21_11-49-39_Wistar_Urgency_group2/Box16/mic/20241021_121500.WAV,57,M,EtOH,no,115511,late,validation,21,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241021_121500_subject057.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-21_12-59-59_Wistar_Urgency_group3/pi-data_2024-10-21_12-59-59_Wistar_Urgency_group3/Box13/mic/20241021_133000.WAV,35,F,EtOH,no,130543,late,validation,9,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241021_133000_subject035.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-21_14-18-36_Wistar_Urgency_group4/pi-data_2024-10-21_14-18-36_Wistar_Urgency_group4/Box14/mic/20241021_142500.WAV,38,M,EtOH,no,142429,early,validation,19,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241021_142500_subject038.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_12-32-08_Wistar_Urgency_group2/pi-data_2024-10-22_12-32-08_Wistar_Urgency_group2/Box10/mic/20241022_125000.WAV,12,F,Control,no,123721,middle,validation,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_125000_subject012.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_12-32-08_Wistar_Urgency_group2/pi-data_2024-10-22_12-32-08_Wistar_Urgency_group2/Box12/mic/20241022_124000.WAV,28,F,EtOH,no,123801,early,validation,7,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_124000_subject028.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_12-32-08_Wistar_Urgency_group2/pi-data_2024-10-22_12-32-08_Wistar_Urgency_group2/Box02/mic/20241022_130000.WAV,9,M,Control,no,123437,late,validation,15,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_130000_subject009.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_13-55-10_Wistar_Urgency_group3/pi-data_2024-10-22_13-55-10_Wistar_Urgency_group3/Box11/mic/20241022_142500.WAV,19,M,EtOH,no,135945,late,validation,21,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_142500_subject019.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_13-55-10_Wistar_Urgency_group3/pi-data_2024-10-22_13-55-10_Wistar_Urgency_group3/Box12/mic/20241022_141000.WAV,21,M,EtOH,no,140012,middle,validation,23,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_141000_subject021.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_13-55-10_Wistar_Urgency_group3/pi-data_2024-10-22_13-55-10_Wistar_Urgency_group3/box01/mic/20241022_140500.WAV,4,F,Control,no,135708,middle,validation,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_140500_subject004.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_13-55-10_Wistar_Urgency_group3/pi-data_2024-10-22_13-55-10_Wistar_Urgency_group3/box01/mic/20241022_142000.WAV,4,F,Control,no,135708,late,validation,3,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_142000_subject004.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-22_15-04-11_Wistar_Urgency_group4/pi-data_2024-10-22_15-04-11_Wistar_Urgency_group4/Box13/mic/20241022_153500.WAV,23,F,EtOH,no,150914,late,validation,9,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241022_153500_subject023.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-23_11-20-38_Wistar_Urgency_group1/pi-data_2024-10-23_11-20-38_Wistar_Urgency_group1/box05/mic/20241023_112033.WAV,34,M,EtOH,yes,112303,early,validation,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241023_112033_subject034.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-23_11-20-38_Wistar_Urgency_group1/pi-data_2024-10-23_11-20-38_Wistar_Urgency_group1/box05/mic/20241023_113500.WAV,34,M,EtOH,yes,112303,middle,validation,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241023_113500_subject034.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-23_11-20-38_Wistar_Urgency_group1/pi-data_2024-10-23_11-20-38_Wistar_Urgency_group1/Box13/mic/20241023_112500.WAV,35,F,EtOH,yes,112545,early,validation,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241023_112500_subject035.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-23_11-20-38_Wistar_Urgency_group1/pi-data_2024-10-23_11-20-38_Wistar_Urgency_group1/Box15/mic/20241023_115000.WAV,51,F,EtOH,yes,112622,late,validation,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241023_115000_subject051.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-23_11-20-38_Wistar_Urgency_group1/pi-data_2024-10-23_11-20-38_Wistar_Urgency_group1/Box09/mic/20241023_112033.WAV,6,F,Control,yes,112408,early,validation,2,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241023_112033_subject006.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-23_13-46-56_Wistar_Urgency_group3/pi-data_2024-10-23_13-46-56_Wistar_Urgency_group3/Box11/mic/20241023_141000.WAV,2,F,Control,yes,135056,late,validation,4,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241023_141000_subject002.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-23_14-52-53_Wistar_Urgency_group4/pi-data_2024-10-23_14-52-53_Wistar_Urgency_group4/Box13/mic/20241023_150000.WAV,36,M,EtOH,yes,145608,early,validation,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241023_150000_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-24_11-00-40_Wistar_Urgency_group1/pi-data_2024-10-24_11-00-40_Wistar_Urgency_group1/box05/mic/20241024_110035.WAV,46,F,EtOH,no,110339,early,validation,7,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241024_110035_subject046.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-24_12-02-30_Wistar_Urgency_group2/pi-data_2024-10-24_12-02-30_Wistar_Urgency_group2/Box15/mic/20241024_122000.WAV,27,F,EtOH,no,120740,middle,validation,11,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241024_122000_subject027.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-24_15-38-31_Wistar_Urgency_group4/pi-data_2024-10-24_15-38-31_Wistar_Urgency_group4/Box13/mic/20241024_160000.WAV,35,F,EtOH,no,154404,middle,validation,11,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241024_160000_subject035.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-24_15-38-31_Wistar_Urgency_group4/pi-data_2024-10-24_15-38-31_Wistar_Urgency_group4/Box16/mic/20241024_154000.WAV,58,M,EtOH,no,154458,early,validation,19,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241024_154000_subject058.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-25_10-45-02_Wistar_Urgency_group1/pi-data_2024-10-25_10-45-02_Wistar_Urgency_group1/Box02/mic/20241025_105000.WAV,11,M,Control,yes,104757,early,validation,14,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241025_105000_subject011.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-25_12-03-06_Wistar_Urgency_group2/pi-data_2024-10-25_12-03-06_Wistar_Urgency_group2/Box11/mic/20241025_122500.WAV,26,M,EtOH,yes,120805,middle,validation,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241025_122500_subject026.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-25_13-04-27_Wistar_Urgency_group3/pi-data_2024-10-25_13-04-27_Wistar_Urgency_group3/Box02/mic/20241025_133000.WAV,9,M,Control,yes,130643,late,validation,16,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/validation/20241025_133000_subject009.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box10/mic/20241014_104000.WAV,12,F,Control,no,104216,early,train,1,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_104000_subject012.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_104000_subject012_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box10/mic/20241014_104500.WAV,12,F,Control,no,104216,early,train,1,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_104500_subject012.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_104500_subject012_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box10/mic/20241014_105000.WAV,12,F,Control,no,104216,middle,train,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_105000_subject012.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_105000_subject012_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box10/mic/20241014_105500.WAV,12,F,Control,no,104216,middle,train,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_105500_subject012.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_105500_subject012_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box10/mic/20241014_110000.WAV,12,F,Control,no,104216,middle,train,5,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_110000_subject012.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_110000_subject012_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box10/mic/20241014_110500.WAV,12,F,Control,no,104216,late,train,3,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_110500_subject012.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241014_110500_subject012_whitened.flac,,Wistar
